"Area.Code","Item.Code","Element.Code","Year","Trade"
11,632,5611,2005,50.178
11,632,5911,2005,3.228
11,633,5611,2005,154.449
11,633,5911,2005,1767.463
11,634,5611,2005,27.205
11,634,5911,2005,10.342
11,654,5611,2005,1.997
11,654,5911,2005,8.695
11,846,5611,2005,6.046
11,846,5911,2005,52.094
12,15,5611,2005,0.004
12,16,5611,2005,4.441
12,16,5911,2005,0.025
12,18,5611,2005,1.13
12,18,5911,2005,0
12,19,5611,2005,0.002
12,20,5611,2005,0.182
12,20,5911,2005,0
12,22,5611,2005,3.9
12,22,5911,2005,0.013
12,23,5611,2005,0
12,24,5611,2005,0.001
12,41,5611,2005,1.845
12,41,5911,2005,0
12,49,5611,2005,0.491
12,49,5911,2005,0.025
12,50,5611,2005,0.048
12,50,5911,2005,0
12,51,5611,2005,3.195
12,51,5911,2005,0.484
12,110,5911,2005,0
12,113,5611,2005,0.035
12,154,5611,2005,0.005
12,155,5611,2005,0.001
12,166,5611,2005,0.038
12,168,5611,2005,0.792
12,168,5911,2005,0.003
12,172,5611,2005,0.001
12,632,5611,2005,3.84
12,632,5911,2005,0
12,633,5611,2005,51.132
12,633,5911,2005,0.002
12,634,5611,2005,8.604
12,634,5911,2005,20.542
12,654,5611,2005,0
12,846,5611,2005,0
13,15,5611,2005,83.333
13,15,5911,2005,0.094
13,16,5611,2005,2.901
13,16,5911,2005,0.705
13,17,5611,2005,0.169
13,17,5911,2005,0.555
13,18,5611,2005,2.449
13,18,5911,2005,0.01
13,19,5611,2005,0
13,20,5611,2005,3.07
13,20,5911,2005,0.01
13,22,5611,2005,7.068
13,22,5911,2005,2.538
13,23,5611,2005,0.019
13,24,5611,2005,0.025
13,41,5611,2005,0.864
13,41,5911,2005,0.038
13,49,5611,2005,0.002
13,50,5611,2005,0
13,50,5911,2005,0
13,51,5611,2005,25.617
13,51,5911,2005,0.343
13,110,5611,2005,0.008
13,110,5911,2005,0.003
13,113,5611,2005,0.119
13,113,5911,2005,0.001
13,154,5611,2005,0
13,155,5611,2005,0.001
13,166,5611,2005,0.043
13,166,5911,2005,0
13,168,5611,2005,1.819
13,168,5911,2005,0.215
13,172,5611,2005,0.045
13,172,5911,2005,0
13,175,5611,2005,0
13,175,5911,2005,0
13,632,5611,2005,0.051
13,632,5911,2005,0
13,633,5611,2005,15.141
13,633,5911,2005,16.428
13,634,5611,2005,5.787
13,634,5911,2005,0.301
13,654,5611,2005,0
13,846,5611,2005,0
14,15,5611,2005,24.638
14,15,5911,2005,0.001
14,16,5611,2005,1.827
14,16,5911,2005,5.705
14,17,5611,2005,0.318
14,17,5911,2005,0
14,18,5611,2005,1.842
14,18,5911,2005,0.001
14,19,5611,2005,0.004
14,19,5911,2005,0
14,20,5611,2005,0.713
14,20,5911,2005,0.252
14,21,5611,2005,0
14,22,5611,2005,1.263
14,22,5911,2005,0.974
14,23,5611,2005,0
14,24,5611,2005,0.035
14,24,5911,2005,0
14,41,5611,2005,1.663
14,41,5911,2005,0.101
14,49,5611,2005,2.277
14,49,5911,2005,0
14,50,5611,2005,0.209
14,50,5911,2005,0
14,51,5611,2005,5.005
14,51,5911,2005,0.113
14,110,5611,2005,0.063
14,110,5911,2005,0
14,113,5611,2005,0.843
14,113,5911,2005,0
14,154,5611,2005,0
14,155,5611,2005,0.035
14,166,5611,2005,0.049
14,168,5611,2005,0.827
14,168,5911,2005,0.026
14,172,5611,2005,0.172
14,172,5911,2005,0
14,632,5611,2005,0.001
14,632,5911,2005,0.04
14,633,5611,2005,18.245
14,633,5911,2005,2.512
14,634,5611,2005,2.631
14,634,5911,2005,16.627
15,15,5611,2005,0
15,15,5911,2005,0
15,16,5611,2005,0
15,16,5911,2005,0
15,17,5611,2005,0
15,17,5911,2005,0
15,18,5611,2005,0
15,18,5911,2005,0
15,19,5611,2005,0
15,19,5911,2005,0
15,20,5611,2005,0
15,20,5911,2005,0
15,22,5611,2005,0
15,22,5911,2005,0
15,23,5611,2005,0
15,23,5911,2005,0
15,24,5611,2005,0
15,24,5911,2005,0
15,41,5611,2005,0
15,41,5911,2005,0
15,49,5611,2005,0
15,49,5911,2005,0
15,50,5611,2005,0
15,50,5911,2005,0
15,51,5611,2005,0
15,51,5911,2005,0
15,110,5611,2005,0
15,110,5911,2005,0
15,113,5611,2005,0
15,113,5911,2005,0
15,154,5611,2005,0
15,154,5911,2005,0
15,155,5611,2005,0
15,155,5911,2005,0
15,166,5611,2005,0
15,166,5911,2005,0
15,168,5611,2005,0
15,168,5911,2005,0
15,172,5611,2005,0
15,172,5911,2005,0
15,175,5611,2005,0
15,175,5911,2005,0
15,632,5611,2005,0
15,632,5911,2005,0
15,633,5611,2005,0
15,633,5911,2005,0
15,634,5611,2005,0
15,634,5911,2005,0
15,654,5611,2005,0
15,654,5911,2005,0
15,846,5611,2005,0
15,846,5911,2005,0
16,15,5611,2005,2092.2
16,15,5911,2005,0
16,16,5611,2005,22.993
16,16,5911,2005,0
16,17,5611,2005,0.6
16,17,5911,2005,0
16,18,5611,2005,2.327
16,18,5911,2005,0.071
16,20,5611,2005,0.002
16,20,5911,2005,0.064
16,22,5611,2005,1.126
16,22,5911,2005,1.239
16,23,5611,2005,0.008
16,24,5611,2005,0.002
16,41,5611,2005,0.407
16,41,5911,2005,1.008
16,49,5611,2005,0
16,50,5611,2005,0.491
16,50,5911,2005,0.092
16,51,5611,2005,0.347
16,51,5911,2005,0.108
16,110,5611,2005,0
16,113,5611,2005,0.037
16,113,5911,2005,0
16,154,5611,2005,0.117
16,166,5611,2005,0.04
16,166,5911,2005,0
16,168,5611,2005,2.83
16,168,5911,2005,0.044
16,172,5611,2005,4.023
16,175,5611,2005,0
16,632,5611,2005,0.233
16,632,5911,2005,0.002
16,633,5611,2005,1.436
16,633,5911,2005,0.029
16,634,5611,2005,0.024
16,634,5911,2005,0.146
16,654,5611,2005,0
16,846,5611,2005,1.225
16,846,5911,2005,0
17,15,5611,2005,0
17,16,5611,2005,1.239
17,18,5611,2005,0.31
17,22,5611,2005,2.325
17,41,5611,2005,0
17,49,5611,2005,0
17,51,5611,2005,4.519
17,113,5611,2005,0.55
17,168,5611,2005,0.2
17,633,5611,2005,10.526
17,634,5611,2005,1.086
17,634,5911,2005,1.339
18,15,5611,2005,2.91
18,15,5911,2005,0
18,16,5611,2005,0.937
18,16,5911,2005,0.603
18,17,5611,2005,0
18,17,5911,2005,0.017
18,18,5611,2005,0.007
18,18,5911,2005,0
18,20,5611,2005,0.087
18,22,5611,2005,0.357
18,22,5911,2005,0.029
18,41,5611,2005,0.01
18,49,5611,2005,0
18,50,5611,2005,0
18,51,5611,2005,3.105
18,51,5911,2005,0
18,113,5611,2005,0.012
18,168,5611,2005,0.178
18,172,5611,2005,0
18,632,5611,2005,0.558
18,632,5911,2005,0
18,633,5611,2005,1.014
18,633,5911,2005,1.659
18,634,5611,2005,0.389
18,634,5911,2005,0.002
19,15,5611,2005,209.096
19,15,5911,2005,0
19,16,5611,2005,130.181
19,16,5911,2005,0.809
19,17,5611,2005,0
19,17,5911,2005,0.437
19,18,5611,2005,0.8
19,18,5911,2005,2.172
19,19,5611,2005,0
19,19,5911,2005,0.002
19,20,5611,2005,0.014
19,20,5911,2005,0
19,22,5611,2005,6.349
19,22,5911,2005,0.008
19,23,5611,2005,0.031
19,24,5611,2005,0.013
19,41,5611,2005,4.976
19,41,5911,2005,0.127
19,49,5611,2005,29.711
19,49,5911,2005,0.029
19,50,5611,2005,0.021
19,51,5611,2005,0.542
19,51,5911,2005,3.54
19,110,5611,2005,0.929
19,110,5911,2005,0
19,113,5611,2005,0.007
19,113,5911,2005,0.29
19,154,5611,2005,0.005
19,155,5611,2005,0
19,166,5611,2005,0
19,168,5611,2005,9.849
19,168,5911,2005,0.028
19,172,5611,2005,1.105
19,632,5611,2005,0.061
19,632,5911,2005,41.357
19,633,5611,2005,1.482
19,633,5911,2005,0.078
19,634,5611,2005,2.112
19,634,5911,2005,0.269
20,15,5611,2005,9
20,15,5911,2005,0
20,16,5611,2005,31
20,16,5911,2005,0
20,17,5611,2005,0.097
20,17,5911,2005,0.148
20,18,5611,2005,0.8
20,18,5911,2005,0
20,19,5611,2005,0
20,19,5911,2005,0
20,20,5611,2005,0.65
20,20,5911,2005,0
20,22,5611,2005,0.562
20,22,5911,2005,0
20,23,5611,2005,0.15
20,23,5911,2005,0
20,24,5611,2005,0
20,24,5911,2005,0
20,41,5611,2005,2.3
20,41,5911,2005,0.05
20,49,5611,2005,2.592
20,49,5911,2005,0.016
20,51,5611,2005,0.133
20,51,5911,2005,0.057
20,110,5611,2005,0
20,110,5911,2005,0
20,113,5611,2005,1.1
20,113,5911,2005,0
20,154,5611,2005,0
20,166,5611,2005,0.04
20,166,5911,2005,0
20,168,5611,2005,0.959
20,168,5911,2005,0
20,172,5611,2005,0.2
20,172,5911,2005,0
20,632,5611,2005,0.15
20,632,5911,2005,0.001
20,633,5611,2005,5.8
20,633,5911,2005,0.904
20,634,5611,2005,3
20,634,5911,2005,0
20,654,5611,2005,0.019
20,654,5911,2005,0.023
20,846,5611,2005,0.001
20,846,5911,2005,0
21,15,5611,2005,4988.139
21,15,5911,2005,156.571
21,16,5611,2005,43.523
21,16,5911,2005,1.335
21,17,5611,2005,3.978
21,17,5911,2005,0
21,18,5611,2005,12.75
21,18,5911,2005,4.649
21,19,5611,2005,0
21,20,5611,2005,0.083
21,20,5911,2005,0.66
21,22,5611,2005,7.825
21,22,5911,2005,36.917
21,23,5611,2005,0.574
21,23,5911,2005,0.002
21,24,5611,2005,5.608
21,24,5911,2005,0
21,41,5611,2005,0.466
21,41,5911,2005,7.936
21,49,5611,2005,650.34
21,49,5911,2005,0.95
21,50,5611,2005,0
21,50,5911,2005,0
21,51,5611,2005,3.742
21,51,5911,2005,61.626
21,110,5611,2005,0.898
21,110,5911,2005,13.044
21,113,5611,2005,0.001
21,113,5911,2005,2.281
21,154,5611,2005,0.971
21,154,5911,2005,0.005
21,166,5611,2005,0.87
21,166,5911,2005,0.023
21,168,5611,2005,4.86
21,168,5911,2005,147.576
21,172,5611,2005,5.423
21,172,5911,2005,10.007
21,632,5611,2005,0.184
21,632,5911,2005,2080.66
21,633,5611,2005,10.512
21,633,5911,2005,31.349
21,634,5611,2005,16.618
21,634,5911,2005,19.344
21,654,5611,2005,0
21,654,5911,2005,0
21,846,5611,2005,0.066
21,846,5911,2005,0
22,15,5611,2005,6.894
22,15,5911,2005,3.494
22,16,5611,2005,4.387
22,16,5911,2005,0.003
22,18,5611,2005,0
22,18,5911,2005,0
22,20,5611,2005,1.243
22,20,5911,2005,0.001
22,22,5611,2005,0
22,22,5911,2005,0
22,23,5611,2005,0
22,24,5611,2005,0
22,41,5611,2005,0.474
22,41,5911,2005,0.006
22,49,5611,2005,0
22,50,5611,2005,0
22,51,5611,2005,9.589
22,51,5911,2005,0.094
22,110,5611,2005,0
22,113,5611,2005,0.278
22,113,5911,2005,0
22,166,5611,2005,0
22,168,5611,2005,0.436
22,168,5911,2005,0.001
22,172,5611,2005,0
22,175,5611,2005,0.035
22,175,5911,2005,0.024
22,632,5611,2005,0.089
22,632,5911,2005,0
22,633,5611,2005,1.367
22,633,5911,2005,0.011
22,634,5611,2005,5.125
22,634,5911,2005,3.544
23,15,5611,2005,23.841
23,16,5611,2005,0.105
23,16,5911,2005,0
23,17,5611,2005,0.566
23,17,5911,2005,0.22
23,18,5611,2005,0.158
23,18,5911,2005,0
23,20,5611,2005,0.002
23,20,5911,2005,0
23,22,5611,2005,1.889
23,22,5911,2005,0.004
23,23,5611,2005,0
23,24,5611,2005,0.02
23,41,5611,2005,0.47
23,41,5911,2005,0
23,49,5611,2005,0.988
23,49,5911,2005,0
23,50,5611,2005,0
23,50,5911,2005,0
23,51,5611,2005,1.01
23,51,5911,2005,0.03
23,113,5611,2005,0
23,155,5611,2005,0.001
23,166,5611,2005,0
23,168,5611,2005,0.272
23,168,5911,2005,0.027
23,172,5611,2005,0.012
23,632,5611,2005,0
23,633,5611,2005,1.26
23,633,5911,2005,0.001
23,634,5611,2005,0.738
23,634,5911,2005,0.008
25,15,5611,2005,6.808
25,16,5611,2005,1.123
25,16,5911,2005,0
25,18,5611,2005,0.566
25,18,5911,2005,0
25,20,5611,2005,1.018
25,20,5911,2005,0
25,22,5611,2005,0.189
25,22,5911,2005,0
25,24,5611,2005,0.003
25,41,5611,2005,0.33
25,49,5611,2005,0.735
25,50,5611,2005,0.003
25,50,5911,2005,0
25,51,5611,2005,0.007
25,51,5911,2005,0
25,168,5611,2005,0.213
25,168,5911,2005,0
25,632,5611,2005,0.002
25,632,5911,2005,0
25,633,5611,2005,0.433
25,633,5911,2005,0
25,634,5611,2005,0.001
25,654,5611,2005,0
26,15,5611,2005,0.009
26,15,5911,2005,0
26,16,5611,2005,5.917
26,16,5911,2005,0
26,17,5611,2005,0.014
26,18,5611,2005,2.399
26,18,5911,2005,0
26,20,5611,2005,0.019
26,20,5911,2005,0
26,22,5611,2005,3.097
26,22,5911,2005,0
26,23,5611,2005,0
26,24,5611,2005,0
26,41,5611,2005,0.793
26,41,5911,2005,0
26,49,5611,2005,0.001
26,49,5911,2005,0
26,50,5611,2005,0.473
26,50,5911,2005,0
26,51,5611,2005,0.481
26,51,5911,2005,0
26,110,5611,2005,0.585
26,110,5911,2005,0
26,113,5611,2005,2.104
26,113,5911,2005,0.003
26,154,5611,2005,0
26,155,5611,2005,0
26,166,5611,2005,0.001
26,168,5611,2005,0.984
26,168,5911,2005,0
26,172,5611,2005,0.008
26,172,5911,2005,0
26,632,5611,2005,0.001
26,633,5611,2005,25.098
26,633,5911,2005,0.028
26,634,5611,2005,0.033
26,634,5911,2005,0
26,654,5611,2005,0.001
26,846,5611,2005,0.01
27,15,5611,2005,6.847
27,15,5911,2005,1116.383
27,16,5611,2005,6.543
27,16,5911,2005,6.323
27,17,5611,2005,1.466
27,17,5911,2005,71.625
27,18,5611,2005,3.216
27,18,5911,2005,0.031
27,19,5611,2005,4.255
27,19,5911,2005,0
27,20,5611,2005,1.359
27,20,5911,2005,6.806
27,22,5611,2005,11.047
27,22,5911,2005,17.924
27,23,5611,2005,1.682
27,23,5911,2005,0.001
27,24,5611,2005,0.856
27,24,5911,2005,0.007
27,41,5611,2005,1.702
27,41,5911,2005,0.304
27,49,5611,2005,11.058
27,49,5911,2005,0.593
27,50,5611,2005,0
27,50,5911,2005,0
27,51,5611,2005,3.006
27,51,5911,2005,2.243
27,110,5611,2005,1.453
27,110,5911,2005,11.26
27,113,5611,2005,0.156
27,113,5911,2005,0.002
27,154,5611,2005,0.111
27,154,5911,2005,0.001
27,155,5611,2005,0
27,166,5611,2005,0
27,166,5911,2005,32.143
27,168,5611,2005,4.146
27,168,5911,2005,1.373
27,172,5611,2005,2.008
27,172,5911,2005,12.993
27,175,5611,2005,0
27,175,5911,2005,0
27,632,5611,2005,2.46
27,632,5911,2005,0.01
27,633,5611,2005,13.999
27,633,5911,2005,4.319
27,634,5611,2005,5.774
27,634,5911,2005,2.228
27,654,5611,2005,0.006
27,654,5911,2005,0
27,846,5611,2005,0.491
27,846,5911,2005,42.672
28,15,5611,2005,134.611
28,15,5911,2005,0
28,16,5611,2005,4.285
28,16,5911,2005,0
28,17,5911,2005,0.339
28,18,5611,2005,0.423
28,18,5911,2005,0.05
28,22,5611,2005,4.179
28,22,5911,2005,0.006
28,41,5611,2005,0.856
28,49,5611,2005,5.073
28,49,5911,2005,0
28,50,5611,2005,0.261
28,51,5611,2005,18.418
28,51,5911,2005,1.242
28,168,5611,2005,3.336
28,168,5911,2005,0.079
28,172,5611,2005,2.072
28,632,5611,2005,0.251
28,633,5611,2005,38.213
28,633,5911,2005,0.004
28,634,5611,2005,2.295
28,634,5911,2005,0
29,15,5611,2005,1.578
29,15,5911,2005,0
29,16,5611,2005,1.927
29,16,5911,2005,0
29,17,5911,2005,0
29,18,5611,2005,0.054
29,20,5611,2005,0.176
29,22,5611,2005,0.195
29,23,5611,2005,0
29,24,5611,2005,0
29,41,5611,2005,0.003
29,49,5611,2005,10.123
29,49,5911,2005,0.06
29,50,5611,2005,0
29,51,5611,2005,0.344
29,51,5911,2005,3.325
29,113,5611,2005,3.456
29,166,5611,2005,0
29,168,5611,2005,0.514
29,172,5611,2005,0.006
29,632,5611,2005,0.064
29,632,5911,2005,0.001
29,633,5611,2005,0.937
29,633,5911,2005,0
29,634,5611,2005,0.016
29,634,5911,2005,0
32,15,5611,2005,300.148
32,15,5911,2005,0
32,16,5611,2005,11.903
32,16,5911,2005,0.002
32,17,5611,2005,0
32,17,5911,2005,1.6
32,18,5611,2005,6.186
32,18,5911,2005,1.235
32,19,5611,2005,0
32,20,5611,2005,0.029
32,20,5911,2005,0
32,22,5611,2005,5.534
32,22,5911,2005,0.266
32,23,5611,2005,0
32,24,5611,2005,0.232
32,24,5911,2005,0
32,41,5611,2005,0.178
32,41,5911,2005,0.001
32,49,5611,2005,55.568
32,49,5911,2005,0.003
32,50,5611,2005,0
32,50,5911,2005,0
32,51,5611,2005,0.463
32,51,5911,2005,3.406
32,110,5611,2005,0.247
32,110,5911,2005,0
32,113,5611,2005,0
32,113,5911,2005,0
32,154,5611,2005,0
32,155,5611,2005,0
32,166,5611,2005,0
32,168,5611,2005,3.153
32,168,5911,2005,0.72
32,172,5611,2005,2.173
32,172,5911,2005,0
32,632,5611,2005,1.823
32,632,5911,2005,0.69
32,633,5611,2005,0.955
32,633,5911,2005,0.408
32,634,5611,2005,0.329
32,634,5911,2005,2.212
32,654,5611,2005,0
32,846,5611,2005,0.002
32,846,5911,2005,0
33,15,5611,2005,18.422
33,15,5911,2005,13924.96
33,16,5611,2005,57.386
33,16,5911,2005,226.403
33,17,5611,2005,80.762
33,17,5911,2005,16.393
33,18,5611,2005,88.09
33,18,5911,2005,53.02
33,19,5611,2005,0
33,19,5911,2005,0
33,20,5611,2005,110.081
33,20,5911,2005,243.84
33,22,5611,2005,114.551
33,22,5911,2005,95.368
33,23,5611,2005,5.097
33,23,5911,2005,0.525
33,24,5611,2005,4.568
33,24,5911,2005,8.248
33,41,5611,2005,122.586
33,41,5911,2005,142.653
33,49,5611,2005,21.409
33,49,5911,2005,547.553
33,50,5611,2005,0.381
33,51,5611,2005,254.728
33,51,5911,2005,355.373
33,110,5611,2005,22.011
33,110,5911,2005,57.207
33,113,5611,2005,38.963
33,113,5911,2005,21.828
33,154,5611,2005,6.915
33,154,5911,2005,0
33,155,5611,2005,0.03
33,166,5611,2005,163.264
33,166,5911,2005,114.247
33,168,5611,2005,88.925
33,168,5911,2005,171.784
33,172,5611,2005,178.765
33,172,5911,2005,148.245
33,632,5611,2005,151.992
33,632,5911,2005,35.544
33,633,5611,2005,334.047
33,633,5911,2005,182.185
33,634,5611,2005,55.457
33,634,5911,2005,77.313
33,654,5611,2005,105.732
33,654,5911,2005,116.47
33,846,5611,2005,86.341
33,846,5911,2005,48.771
35,15,5611,2005,18.468
35,15,5911,2005,0.07
35,16,5611,2005,3.353
35,16,5911,2005,0.003
35,17,5611,2005,0.109
